     # #  # ##   #   #       #       #   #   #   #         # ##    #   # #  #     ###     ##  ## #  
 # #     #     #   # # ## ##   ## ##   #   ##  #   ########     # #  #     #  ###  #  ###   #      #
 #  # # #  ###### #    # #  # # #   ## ####   # ## #      # ## ###  #  # ##  #   #   #   ##  # ###  
  # #  ## #    # #  ####   #    ###   #     # # #  # # ##   #   #  #  ##    ### # # #  ##   #  # # #
 #  # #   # ## #  ##    # # ## #    ##  ###  #  # ##  #  ### # ## #  #  #### #     #  # # ##  Z  #  
  #  #  ##   # ##    ## # #   #  ## #  #   ##  #    #  #     # #  # # # #      ###   #    #  # #  # 
# ## # ##  # #   # ##   # # #   #  #  #  #    #  ##Z##   # ##  # #  #     # ###    # # ### # #   ## 
#  # #   ##  ###   #  #   # ### # ## #  ######  #   # # ###   ##  #  # # # #   # ## #  #     ## #   
  ##  ##  # #   # # #  ####   #   #  # # #   # #  #   #  #  ##   # # # # # # #      # #  ## #    # #
 #   # ##   # #  ##   #    ##  ## # #  Z # # # # # # ###  #  # ### # # # #    #######  #  #  # #   #
 # ##    ###  # #   ##  ## #  # # # ##   # # #   # #  ## # # # #   #  ## # ## #       # #  #  #  ## 
 #    ##   ##  #  ##   # #   ##   #  ## #  # ## #   #      #    # ###Z#  # # #  ######   # ## # #   
  #Z##   #  ##  # #  ##   # #   ## #  # # ##   ## # ### ##  ###   ### # ## # # #     # #    # #  ## 
# #    # ##  ##   # ### #  # # #   ## # # #  #    #    ## ##   ##  #  # #    #  ## ###  ####   #    
### # #    #  # ###  #  # #  #   ##   # # # #Z#### # #     # # #  ## #  # # ## #   #   #   # # #### 
#   # # ## ###  #  #  ##    ### #   ### #  # #      # ####   # # #   ## ## # Z # # # # # #   ##   # 
  ## #    #    #  # #  # # ###  # ##    # #   ## ###      # #  # # ## #    # ##   #   #  # #  # #  #
 ##    # #  # ###    # # #  #  #  #  ## #   # ##   # Z# ####  # #  #    # #  # ##   #  #  # # #  #  
 #  ###  # # # #  ## # # ###  ###   ###  ## #   ## #  #   #  #   # # # #  # ##   #Z# #  #   ## # ## 
 # #   # # #    #   #  #     # # ### #  #  #### #    # ## # #  # #  ## # ##    # #   # # ##       # 
  #  #  #    ## # # # #  ## #      #   # #  #   # ###     #   #   #   #    ### # # #  #    ###### # 
 #  # # # ### # # # # # #  #  ## #   ##   # # ##    # # # Z### ## ###  ###   ##  # ## # ##      # # 
   ## #  #    #   ##  #  # # ## # ###   #   #  # #Z # ## #   #  #     #   # #   #   #    ###Z##  ## 
 ##   ##   ### ##  # #  #  #         #Z# # # #  # # #     ##  # #### #  #   # # # #  # ##   #  #    
 #  #   ##      ## # # ###  #### ## #    #   ##    #  ###   ##      #  # ## #  #   #  #   # ##  ### 
  #  Z#  #### ##   # #  ###    Z  ##  # #  #  ####Z##   # #    # ## Z #     # #  #  #   ###   #     
# ##   #    # #  ##   #  #  ##  #    ##   #  #   #   ##  # #### #Z ##  # ###  # #  # ###   # #  ####
     ## ## #  # #  # ## #  #  #Z ####  ###  #  #  ##  ##   #      #  # #   # #   ##      # # # ##   
#### #    #  #    #  #  # #  #  ##   #    #  #  #   #   ##  # #### # #  ## #  ##    #######  # #  # 
    #  #   # #      # #   # # Z    ###       #       ###### # #    #   # #     z #   #   ##    # #  


  # #   ##        #      #   #    #     #   #           #  #     #    # #    #   #   #  #          #
 #    #   # # # # # # ##   #   # #Z # # ### Z #### Z# #  #   # #   ## #   ##   #   #   #  # ## # #  
   ## # #  #  # # # #   ### ##  #  #  #   ####   # # # # # # # ## # # ## # # ## # # ## # # # #  # # 
 ##    ###  ##  ##  # ##     ## # #  # #Z    # # # #   #  #  #   #  #   #    ## # #    #      #    #
   # #  ###  # #   z  #  # #  # #  # #   ### # #   # # # #  # ##  #  ## # # #   # #####  # #### ##  
##  # #  # # #   ## # # #  ###   # #  ##       ## # #  # # #   ## ##  # # ##  z #     # # #    ## # 
 # #   #   #  ###   # ####     # #  #   ###Z ##  #    ## #   #  #  # #  #    #   # ##   # # ##      
   # #  ##  #     # #   #  # ## # #  ##     #  # # z# #  ##z###  # #   # # ##  #  #  ###  # Z ### # 
 ##   #  # # # #### # #  #  #      #   # ## ##      #   #    #  #  # ##   #   # #  #     #  #    #  
  # z  # #    z      #  # # # ####  ##  # #   ### # ###Z  ## # # Z#  #  ##  ###  #   ### ##  # ##  #
# # # ## ####  #####  Z #   #    ##  # #   ##    #       # # #Z##  #  # ## #    ### #   #   #    # #
  Z#    #    #      #   # ## ###   # #   #   ##Z # #### ## #   #  # # #    # ##  #  # #   ### ##    
#   ### # ##  #####  ###        ## #  #z# # ## # ##  Z #    ##  # #    ## #  z # # #  # ###     # # 
 ##   #    # #     # #   # z### #  ##     #    #   # #   ## #  #  # ## #   # # # #  #  #    Z# #   #
   ## # ##z   # ## # #### #   ### # ## # # ### ###  #  #  # # ### #Z#   # #   #  # #  #  ######  #  
# ##  ##    #  #   #      # #     #   ##     #   ##  #  # # #  #   #  #  ## ##  #   # # #   ##  ### 
  #  #   #####  # # # ### #z #####  #   # ### ##   # Z###  ### ## #  # #Z   #  ## # # # # #   ####  
 #  #  # #  ## #     # Z#  # #   # #### # #     # # #    #  ##  # # #  ##### #   #  #  #   ##   #  #
 # # ##  # #   # # #   # # #  ##    # # #   ###      # #  #   #   ##  #       ##  #  #  ## ####  ZZ#
  Z#    #    ###  #  ### #  #  ####   #  ####  ### # ## # ###  # #   #  ###z#   #  # # #    #  # #  
 ## # ### ###    #  #     #  #     # #  #     #   ##    #  z# # #  # # #    ### ##  Z#   #z#  #   # 
  #   #     # ###  #  # #  #  #### Z#  #  # # # #   z #  ## #    #  #  # ##   #   # #  ##    # ##  #
#  # # # ##   #   #  # # # # #   #   # # #  # #  ##  # #  #  # #  #   #   # ## ##   ##  ## ##    #  
  ## # # ##### ###  ##   # #   # ### # z  # #### #  #   ## #  ###  ##  ##  #  z  ###  #  # #  ##  # 
 #   # #  #        ##  ##   # ##   # # ####   z#  #   #     Z  # #   #   #   ###     # # #   #   #  
   ##  # #  # ### #   # # # #   ## # # #   ##   #  ### ### # #    # #Z## # ##   # ##   # # ##  ##  #
###  #   # z##   #  #   # #  ###   # #Z  #   # ### #   z   #  # ##    ## #    # #   ###  # z  #   # 
    #  ##  ##  # # #####   #     # #    # z# #  ## # #  # ###   #  # #   # ###  # ##    # #  #  ##  
 # #  #   #   ## # ## z  #  ### #   ####   #   #   #  #   #### #  ##   ## #   # #  # ###   #  #   # 
  #  #  #   ##   #    # # ##   # ###   # # # z # ##  # ### ##  # #  ###    # ## # ## #   #   # ##   
# ##  ### #  # # ###### #    #      # #  #    z  # #   # #    ## # #    ## #    # #  # ## # #  # ## 
#    #   zz# # z#      #  #### ####z  # # # ##  #  ###    #z###  #  z##  # # ####   #   #   # #     
  ###  # #   #  # #### # #    ##   ##     ###  # #   #Z # # #   ## # #  #  # #   ##  ## # #   # ### 
# # # #   # # # #    # #  # #    #   #####    #   ##   #  #  ## z #   # # #  # #   #    Z#  ##  #   
  # Z  ##  ## #  # # #   #  # # ## ##      ###  #  ###  #  # # ##  # #  # ###   ##  # ##   # # #  # 
 # Z##   #      ###   #### # ###      ## # #   ###    #  #   #   # # # #     # #  #  #  # #  #  ## #
 ##   ##  # # # ##  ##     #  #  z# ## ## z  ## Z ###  #  ### # ##  #  # # #    # ##  # #   # #     
  Z #   # ##   #   # # #### # # #  #      # ##      # ###       #  #  # # ## # #    # z   ### # ### 
#  Z  # #   ###  ###   #  #   # # #  # ###    # # # #  #  # ###  #  # #     # #  ## # ## #     #    
 #  ###  ## #   ##   #  #   ##  #  #  #  # ## #  ##  # # # #   ## Z #   ### #  ##   # Z ## ### # ## 
  #    #  #   ##   ##  # # ### ## # # # #   #  #   #   #   # #    #  ###    ##  # ## ##    # # #   #
#  ###  #  ###   ##  ##  #  #  #  #   #  z##z #  ## ###  # #  ## #  #    ###  #        # ### # # # #
  #   # ##    # # ##    #  ## #  #  ## ###   ## #   #   #   #  #   #  ###    #  ## ###  #    # # #  
 # # #    # # # #z ## # # #    # # #       ##   # #  # #  #z# # ###  #    ##  # #  #  #  # ### # ## 
      ###  #  #  #   Z#   # ##   # # # # ## # ##   #  Z# ###  #    #  # # ####  # # # ## # #   #  # 
 # # #   #   # #  # # ## #    ##Z  #  ###   # #z #  # #   #  # ###  # # #  #   ## #    # # # ## # # 
 #  #Z # ###Z#  #  #   ##  ###   #  #  #  # #   # # ##  # # #     #   #### # ##   # ##     # z  # # 
  # #  #   #  #  #  ##    ##   #   #  #  #   ##   #   #Z##  # # #  ##   #  #  # ##   # # # ####  #  
# #   ####  #  #  # #  # #   ## # ###  ##  # #  ##  #   #  # #  ## #  # ##   #  #  #  #   #     #  #
#  # # #   # # # ##  #  # ##    ## # #   # #   #   # ##   #    #   ###   # #z  ##### #  # # #### #  
 z  #    ###   #   # ###    ###      ### #  # # # #  # ##  # ## # #   ##  ### # #   #  # ##        #
 # #  ####   ### # #     ##    # ###     # #  # #   #    #   #  #   # ###  #  #   #  ##    #######  
 #  # #    z#   #  ### #  # ## Z#   ### # #  #  ### # ## ## #  # ###   # # # #  ## # #  # #      ## 
   Z#   ###   #z  #   #  ##   #  ##    #  # z##   # # #   #  # #   # ##    #   #   #   ##   # ###z  
 ##  ###   # ### #  #  #   ##  # #  ##   #  ##  #   #  ## ## #   #z#    ###  # #z#  ###   #  #  z ##
   #   # # #  Z  # ##z  ##  # #   # # ##  #   # ###### ##   #  # #  ####    #    ##   # ##  ## ###  
##   #  ##   #  ##  # #   #z#  # ## #   #  ##  #    ##   ##  ###  #    # # #####    ###   z#   # ## 
 ####Z# #  ## #   #   # # # # #     # #  #  # #  Z#   z#   #    #  ###  #  ##   Z # #   ##  Z###  # 
          #    ## ### # #  ## # z# ## ##   #  ## # ##   ##  ### # #  ##   #   # ####  #  # ##   #   
 ##### # #  ## # #    ## #     #  #     ###  # # #    #    #  # #  #   # #  ###   #  #  #  #  #  # #
 #    # ## ### #   ###    #####  #  ### #  Z#     # ####### #   ##  # #  # #   ##  #  ##  #  ## #   
## ## #    z#  # ##  # # #      #  #   #  ## # ## #   #   # # ##  #    ##  ### #  # #  # # # #   ## 
    # ## ##   #  # #    #  # # # #   # # #      #  ###  #   #  # #  ###   #    # #   #       ###    
 ###   # #  z  #    # ##  #  #   Z##  #  # # ## # #   # ## # # #   #    ##  ###  # ### ## # #   ### 
 #   #   # # #  # # #    ##### ##   # # ### ##  #   # #  #   #  ###  ####  #    #  z   # # #  # #   
  ### # # #   # # # # # ###    #  #   #  #    ## # #   # # #z # #   #    z # ###  ## ##      #  ### 
 #    ##    ##  ##   #   #  # ## # ### # # ## #   ## #  #   # # # # # ## # # #   #   #  ### #  #   #
 # ##    ## #  #   ##  ##  ###   #     #   #    # #  ## # #  #  #  #  #  # # # ##  # # #   # #   #  
 #   z##Z Z  #   ###  ##  # #  ##  Z ## ##Z  ####  ##   # # #  ###   #  #  # #    ###  ###   # ## # 
  ## #    ## ## #   # #  #  # ### ##       ##    #  # ##Z #  #  #  ##  # # # # # # #  #    #  #Z    
 #   # ##  #   #  # # # # # # ##  # ## ###   ## # #   #  # #  #  #  # #    #  # #    #  ##z  #  ####
  ## #   # ## #  #  # # #   #   #   #  #  ## #     #### ## Z#  # ###  # # z # #   # ## #   ##  #    
#    # #  # z  # ##  #    #  ## ### # #  ##   # ##      #  #  ##    # ##  # # # z  #   # #    #  # #
  # #Z  # # # #    # ####  ## #   # #  #  Z #  # ## # ##  ## #  # # #   #     #  #  # ##  ####  #   
#  #  # # #  #  ###      #    ###  #  # ## # # #     #   ##    # #  # #  # ## # # # #   #    # # ## 
 # # #  #  #   #   # # #  ###    #   ##   #     # ## # ##   ###  # ##  # #   #    # # #  ###   #  # 
   ##  # # ####  # ##z#  #   # #   # #  #  # ##  #   #  # ##    #  #  #  # # # ## z  # #     ## # # 
 ##   ##  #     #    #  ## # ####### # ###  # ## Z ## # #  # # #  #  #  # #   # # ## #   ####     # 
   # #   #  ##### ##   ##  #   #    #   # #     # #      # # #  # ##  # #   # #    #  ###    # ##   
## #   #Z## #      ###z#  # ##   ##  ## #  # # # ## # # ## # # ##   # #  ## # ## # ##     ## # # ###
   # #   ##  #### #   ## #    # # # #     ###  #   #  # #  # #   ##  # #   #    ##   #####   #   #  
 #  #  #   #     #  #      ###    #   ### ##  #  #  ###   ##  # #  #   # # # ##   # ##   # ## ##   #
# # # #  #  # ##   ########   # ### ##  Z#   ## ###    # #  # #   #  ##  #  #  ## #   ## # z    ##  
  #  ####  # #  ### #       #  #   #   #   ##   ## ###  #  #  # # # #   #z# # # # # #    # # ##   # 
 # #  #   ##   #    # #### #  #  #  # # # #   ##      # # #  #   #  ###  #  # # #  ### # #  #Z  # # 
   # #  # #  #   # #  #   ## #  # #   #   # ## # ## # #     # ##  #    # # #    ##  #   # #  # ##   
 #   # ## # #  ##  # # Z #   # #   #### ##  #      # # #### #   #  ###  #  # ##   # # ##    #  # ###
#  ##  #  ##  ##  #    # # ###  ##     # # # # # # #       #  # # #   #   #   ## ##  ##  ### # Z Z  
  #  # # #   #   #  ## # # #   #   ### #      #  #   ## ##  ##  Z # #  ### # #   # #   # #   # #### 
#  # Z # # # # #  #  # z    # #  ### #  # ### # ######   ##  # ##   ###     ##Z# #  ##   # # #      
 # #   #  #  #  #  # #  # #z   # #    #  ##   #  #    ##  ##   z ##   # # #    #  #   ###  #  # ### 
 #   ## #  # # # #  # #  # ## #  ## #  #    ## ##  ## # #   ### #  ##   #  #### #  # #    # #  #    
  ###    # ##  # # #   # #  # # # #  # # ##ZZ     # #    ## # # ##   # ### #    ##   # # #   # # ## 
#    # # #    ##   # ###  #   #     ##  #  # #####   ###Z #   #  # #  # #  # ##  # # # # # # ##  # #
 # ##  # #####   ##     #  # # # ###  #  #   #   ## #    #  #  #   ###   #  # ##    #  #   #  # Z   
 #    #       # #   # # z #    ##  ##  #  # Z  #  #   # #### #  # #    #  # #  # # #  # ##### # # # 
   # # Z######   ##  #  # # ##    #   # # #Z# # #  # #   #    # #   ###  #  ##    #  #     z  # ### 
# #  #        ##   zZ# ##  #  # #z# # # #   # #  #  #  # # ## ### ##   Z  #  ## # # ###### # ##     
   #   # ####  z #  Z# # # # # #    #    ####   # #   ## # #     ##  #  #  #   # ## ##   # # # #### 
 #  # #      #    #      #    z  # #  ##      #    # #     # # #  Z ###   #  #         #   #        


     ##      ##  #     #     #            #       #       #    #  ##   #       ####   # #   #    ## 
 ## #   ## Z   # # # #   ## #  # #z # ## #  z # # #z# ## #  ##  #    ##  # # #  ##  # #   #  # #    
   #  ##    ##   #  # # Z  #  #    # #   # ##  ## # Z #  # #  #  # #   # # #  #    ##  ## ##    ## #
 #   #  # #   ##  #   #   ## #  ## # # #z  # # #   #  # ##  #   #  ### #  #  # ####  # #    # ## #  
  ### #  ### #  #  ##  ##    # #   #    # #  #  # #  ###   ### #  #  # ###  #       ##  # #  #     #
 #     #  #   #   #  #   ## # #  #  ### #   #  #   #  #  ## #  # #  ##     Z  # # #   #  #  #  ##Z  
  #### ## # ##  ##  # ##   #  # #  #   # ##z # # Z  #  #  #  #   ## # # ###  #  ##  ##  #  #  ##   #
 #   #    #   # # #   # ## ## #  ##  #     # #  ###  #  #  #  ###    Z #    #  #   #   #  ##z   ##  
   # # ##  ## #   # # #  #  #  #   #  #### #  Z  # #   # #  #     ## #  # #  # # ##  ##  # # ## #  #
# #  # #  # #  # #  #  #  #  #  ##   #   #  #  # #   # z # #  ###z  # # ##  #  # ## #   #    ## # # 
 #  # #  ##   ##   ###z  ### # #  ###  #  Z  # #  ##Z  # # # #z  # #  #   #  #  #   # #   # #   Z   
 #z#    #   ##  ##  #  #  #  #   #  # #  #  ## z#    #  #  # # # #   # ##  #  # # ## # ## ##  ### # 
 #  ## #  ###  ## #  # ###  #  #  #   # #  #   # ### z #  #    #  # #     ### # #       ##   #   #  
  # #  # #   # #   #  #    #  # #  # #   #   ##    #  #  ## ## # #    # Z# # #   ######  # #z# #  # 
# # # ## # #    Z### #  ###  #   # #  ##  ###Z# ##  # ##   ##  # ##z #   #     ##      # #      #  #
  # # #  #  # # ##   # #    # ## #  #   #    #    # #   ##   # #    ## #  # ####  # ## #  # # #  #  
 #  # # #  ##  #   ##   # ##    Z # # #  ### # # ##  z#   ##  #  ##   ##z # #    ##  #  #  ##  # # #
  #   #  # #  #  ##  # z  #  ## # #  ### #   # ##   #   ## ##  #   ## ##Z # # ###  #  Z  # #  # #   
#  # ### # # #  #   #  ## # #  #   #  #  # ## #   # # ##    ##  ## ##   #   # #  # ##  ###  # # #zz 
  z   #  # ### #  # Z#  # #  #   ##  #  ##  #   ##  #    ##   #  #   ## ### #  #     #     #    #  #
#   ##  #       #  #  #   ## ## ##  #  ## #  ## #  # ## ## # #  #  ## #    ## #  # #z ## ## # ## # #
  ###  # # # ##   # ## ### #   #   z  #   # #   # Z#   #      #  ## Z  # Z #  # #   #   #        #  
 #   # # #  #  # ##      #   # # #   #  # #   # ##   # # ## ## #    ##  #  # #  ###  ##  # ### ## # 
 # #   #   #  # #   #### # ##  #  #####  #  # ##   ##  #   #   # ###   #  #  # #   #   # # # ##   # 
 #  Z# # ### #  # ##   #   #  #  #   # # # # #   # Z  #  ## z# #    ## # #  #  # #  ###  # #  # #   
## #  #  #     ##  # #  ### #   #  # #       # ## #  ### #  ## # ##  z #  #  ##  # #   # #  # #  ###
   # ## #  ## #   #  ## #    ###  #  #z## ## # #  # # #  # ##  #  # #   # ## #  #    # #  #    #    
 ##       #  #  ### #     ###   #  #     # # #  # # #   Z  #  ###  #  ##   # ## # ###    # # ## ### 
  # ######## # #    #### ##   #  #  ## # #   # #  # ###  #  #  ### # ##  # #  #  ##  # # #        # 
#  #      #  #   # #   ##   ####   #  #  # # # ##     ##  #  #  #  #   # #  #  #   #  ## # # # # #  
 #   ####   # ##  #  #    # # # ### #   # # ##   # ##    ## ###  # # # # ## # ## # ##    # #  #### #
 # ##    # #  # # # # ## # #    # #   ##      ##  #   # #   ## # #  #  #  # #   #   # # ##  #  #    
 # #  ## #  #   # # #   ##   ## # # ##   # ## ### # ##z#  ##   #  ##Z ### # ### ### ##    #  ##  ## 
 #  #  #  #   # # #  ##    # #  # #   # ##  #  #  #   #  #  # #  #     #  #   #   #   ##z  #  # #   
  # z#  #  ## #Z#  #   ####   #   ###  ##  # #   #  # # #  #    #  ####  # ##  ##  ## #  #  # # Z###
 # z  #  #  #    #  ##     ## ####   # #  #   #### ###  # #  ###  #     #    # # # #  # ## #  #     
     Z  ###  ###  #   ####  #      #   # #  ##  z  ### #    #    # # # # ## #    #  # #    # # #### 
 #z## #  #  #  # ## #     #  # ## # ###   #    #### #  # # #  Z##   #  #    # # # # #  ####    #    
   z# # #  # # # #   ####  # #   #     # #  # #     Z ##  #  ##   #   #  ##  #    # ##      ###  # #
# # #   # #    #  # #    ###  ##  # # #  # #   # # #  #  #  ##  ##z # ##   # # # ##   z # ###   ##  
 ##  # #   ## ### # Z Z#     # ##  #    # ## #  ##  # # #  #   #   #     #  #  #   ## # ##    ##  # 
    #  # #    ###   # # # # #    #   ####   # #    #  #  #  # #  #  ## ### #  #######  #   ###   #  
 # #  #   ###  # # ##   ## #  ## # # #    # #  ####  # #  # ##  # # # #    # ###   #  ## ##  # ### #
 ##  #  ##   # #  #  # #    #  # # ##  ###    #     #  ## #  Z #    #   ###   #  # # #   # #        
   #  #   # #   #   #z   ## ###     # #   ###Z  ####  z   ## Z #Z## # ##    #  # #   # ##    # #####
 #  # ### #   ##  # # # # #    #z# #  # #  Z # #     #  ## #    #Z  #  # ### # #  ###   #####  #    
# # #z  #  #z    ##    #  Z###  ###  # # ### #  # # #  ##   # ##   ## #  #   #  # #   #      ### ## 
  # # ## #   # ##  # #  ## #  #  #  #      #  ##   #  #z  #   #  ###   # # #   ##  # #######     #  
 ##  #   Z # ##   # ### #    # # # #  #### ##    # # #  ## ###  #    # # #  # #  # #  #     #### # #
 #  #  #  ##   ##    #   # # #   # # #   #   # ##  #  ##       #  # # #  ###    #   # # # ##    #   
 # #  # #   ## #  ##  # ## # # ##    # #  ## #   #  # #  # ##### #  # # #   # #  ## #  ##    ##  # #
 #   ##  ##  #  # ### #    # #   # ##  # # #  ## # ## Z#  #     #  #  # # #  # #  # ##   # # # # #  
  ###   #  #  # #  ##  ## #  ##z  #   ###   #  # #   #  # # ### Z#   ##   ## #  # #   ##  # #     # 
#  z  #   ### Z ##   #   #  #   #   #  #  # # #   Z # # # # # #   ## # # # # ##    ## ##Z     ## #  
# # ## ##  #  #  ## #  # # #  #  # # ##  ## # ### #   # # # #  ##  #   ##  #  ## ###   # # ### #  # 
   #     ##  #z#   #  # ##  #  # #      #   #   # # # # #     # # # ##    ###   #    ##   #     # # 
 ##  ### ## #Z   # # #     # #  Z#### ##  #  ##  #   #  #####   # #   ## ### ##  # ##   # # ###  ## 
    Zz #    #  ### # # ## #  ## ##   # # ## #  # z #   #     ## #  # ### Z#  # #z# # # #    z  Z#   
 Z #   # ###  #    # #   #  #      #   # #  ## # #  #### ###   #  #   # #   #  #   #   # ###  ##  # 
  #  #  #  # # # ##   ## ##   ### #### #  #    # ##      #  ## ## # #    ## # # ### ##  #   #   # # 
#  # # #  #    # #  # ##   ####   ##    #  z## #   # #### #       #  # # #  #   #     # # #  ## # # 
 # #  #  #  ## # # ##    ##     ##   ##  # #  #  #  #      # ### # # # # # #  #   # #   #  # #  #  #
 #  #   Z  ## #  #   ####   # # #####   #  # #  ###  # # #  ##  #    ##  #  #  ####  # # # #  #  #  
   # # #  #   # #  # #    ## #   z   # #  #Z ##  # #  ##  #    #  ###   #  #  #    #  #     # ##  # 
 ##      #  # #  ###  # #  #Z  # # #  #  #  #   #   #   # ## # # #   # #  #  #  ##  ##  ## ###   #  
  # ### # # #  #    #  ###  ##  #  ##   #  ### #  #  ##  #   #    # #  # #  ## ## #   ##   ##  ## # 
 #     #  #  #  # #  #  # #   ##  # ## #  Z #   #  #    #  ## # ##  # #   #    Z   ##   ##    #     
  ## ##  # #  #  #  # # #  ##  # #   # # #   # ## # # ##  #   ##   #  # ##  ###  #   ## #  ###  # ##
Z #     z z  # #   #  # # #   #  # z   #  z#  #   #  #   ## #    # # ##   ##    # ##    # #   # #   
  # # #  ### #  ### #   #   #  #  #  #ZZ### # # ####   #z    ## ###    ##    ###   ### #  # #  z### 
# Z  #  #    # #    # ## # # ## #  ##       # #   #  #  ####  #  #  # # #####    ##   #  #   #  #   
  # #  #  # #  # ####  #   #     #    ## ## # # #  #  #    z #  #  ###        # #   #   ## # ##   # 
#  #  #  # # #       #  # #  # #  ### ## #  #  # #  ## ### #  #  # ### ######  ## ######   #  # ## #
  #  z  #     # # #Z # #   # #  ##   #   #z# #    # #      # # #    #  #    ## #  # #    ## # ##    
 ## #  #  # # # ## # #  ##   ##  # #   ##     # #   # ##### #   # # # # # #  # # ##   ##    #  # ## 
 #   # ##  ## ##      # #  ##   ##  # ##  ## # # ###  #     # # # ### #   ## # # #  ##  ###  #    # 
 # # #   # #   # ## ###  ###  #   #  #   # #         ## ## ## # ##     # #   # Z  # #  #   # ##Z# # 
  ##  ## #  # #  # #   #     #  #  # # ##   ## # z ##   ##    #    ####  # # #  # # ## # #  #    #  
# #  # # # #    #    #  ## # #### ## #  Z #   ###  ## ##  # ## ####    #  # #  #  #  # # ##   ##   #
# # #  #z#  ## #  #####     #    #    #### ##  #  #   #  # #      ## #  #   # #  # #   #   ###  ##  
  # ## #  #   ## #   # # ###  ##   # ##      # # #  ##  #    # ##  # # #  # #   #   ##  ## #   #  # 
 ##  # # ### #   # #    #    ##  # ##   # # #  #   #  # # ###  # #   #   #   ###  #   ##   ###  # # 
   #   #  #  # ##   # Z## # #   # #   Z#z  ## # ### #     #   #   ## ####  # # # #  #    ##    #    
##  ##  #  # # # # # #    # ####    #Z   #    # #     ####  # # #  ##    #  #    ###### #   # #  ###
  # ### # #  # #     # # # #     ####  #  Z# #   # ###    #  ##  #    ##  ##  ##    #  #  ## z  #   
 #   # Z   #   # # # #  #    ### #   ##  ## #  #   #  Z # ## # #  ####  #  # #  ### # #  #     #  # 
  #Z    # #  # #  ##  #z  ###   #  #    #   # ####   #  #  #     #   # ###    # #   #   # # ###  ## 
#   ###   # #  # #   # ## #   #   #  ###  # #  #  # #  ### ### ## # #   #####   # ##  ##    #  z#z  
  # #  #####  ###  #   # #  ## ## ###   #  ### ##  #  # ##    # z     #  #   # ## #  ##  ###  ###  #
 ##  z#   #  ###  # ## #   #Z   #     #  # ###  ##   #    Z# #  #### # # # # #z   # #   #  # #    # 
 #  #   #  #  #  #   # # ##  # ######  #    # #    # # ##  # # #   # #   # #    ##    ####   # ## # 
 # # ### # Z#   ### #  #  # ##  #    ##  ##     #####  #  #  ##  #   # ##  # # # # # ## #  ### #    
 # # # # # ### # #    # #  ##  ## ##   #  #zz ##   #  #  #  # # #  # ##   #   #   #      ##    # ## 
 # #     #  # #   # # #  # #  #   ####  #    #   #  # # z  #    # #  Z# ## ## # # # #### #  ### #   
 #  # # # #   # #  #  # #Z # #  ## #Z #  ## #  ## # # #   ## # # #  # #      #  #  ##    ## #   z# #
#  #  # #   # #  Z # #       # #    # # #   z#  #   #  ###   ##    # # #####   # #   ###    # ## #  
  #  ##z  #  ## #  #  # # # #  # ##   # ###z### # #  # #   ##   # ##       ## #    #    # ###  # ## 
# ##   ### ##   # # z  #   ## ## ### ##      #   # # #   ###  ## #   # z #   #####  # #  #   # #    
#   ###     # ###   z# ###Z   #   #  # ##### ### #    ###   ##     ## # #Z #  #   ## #  #  #   #####
  #     # #      # #        ##  #  #             # ##     #    ## z       ###   #      #  #  #      


 #   #   #  ##        #     # #      #    # ##      #   ###    # ##   #       # #    ##   #    #    
   #   # # z   ## # #  # # #    ### #  ##      ## # # #  #  ##      #  #### ##    # #   #   ## # ## 
# # # #    # # #  #  ## z#   # #    # #  # # ##  #  z# # # #  ### ## #    # #  #### # ## # # # #   #
  #   ######  #  ###  # ### #Z  # # #  #  #  # # # #   # # ##    ##   # #   # #     #  # # # # ###  
# # ##       #Z # #  #  ## # # Z  ##  #Z #  #    # # #   #  ####    # #  # #  # # # # #  # #     ## 
   #   ######  #    #  #     # ##  # #  #  # # ###    # # #    # # ##  #  #z ##  #  # # #  # ### z# 
 # # # #     # # # #  ### ## #   # #  #  #   #   z# ##  #  ### ##    #  #   #   #  #     #  #   #   
#  #  #  # # #  ### #  #  # # ##  #  #  # # #  ##  #   ## #  #   ### z## ### # # # # # #  #   #  ## 
  # #  # # # ## ##    #  #      # # #  ##   # z  #  # #     #  #   #     #   # #   Z##  ## Z##  # # 
#   ##  #  #  #    #### ## ## #   # # ##  ##   # ##    # ## # # ##  # # #  #   # # #   #       ##   
  ##   ## #  # ####     #  #  ### #   #  #z  ##   ##z# # #   #  # #  #  # ## ## #  # ##  Z# # # z ##
 # # #Z   # #      ### #  #  #   # # #  #  ## # #   #    # #   #   # # #    #    ##   # # #  #  ##  
 #   #  ##  # ####     #Z####  #     # #  ##  #  ##  # ## #### # ##    ####   ##    ### #   #  # ## 
 # ##  #   ##     #### #  #   # #### # ##   # # #  #  #    # #   #  # # z  ##  ## ##    # ##  ##    
   #  #  ##   # z     # #   ### #   Z#   ##  z#   # #   ## #  ## # # #  ## # #   ##  ###  #  #   ## 
 ### # #  # ## ## # #    Z##      #   ##  #### ##    # # #  #  # #   # #   # # ##   #  # #  # ####  
 #   #  #  #     #   # ##Z   # #z# # #  #        ###  ##   #  #  # ##  # # #    # ## #  #  #       #
 # ##  #  #  # # ### #     ## #      ##  #### ##Z# # #   #  #   #   # # z  # ## #  # #z # #  ### #  
